text,emotion,source,confidence
감옥학원 가쿠토 사진 받았오 우선 캐릭터 모르는 사람들을 위해 원본짤 올림 감옥학원 이라는 작품의 통칭 가쿠토 라는 캐릭터에요 삼국지를 좋아하는 캐릭터고  말투는  공  하오체 갓진사  민쿵  tjdals942p 갓진사  뀨뀨아저씨  inyeong0529 ㅋㅋㅋㅋㅋㅋㅋ 민쿵 공  뀨뀨아저씨 공  사진 정말 감사하오  재밌게 찍었고 사진 너무 좋습니다 ㅋㅋㅋㅋ 후기는 저녁에 올려야징    감옥학원 팀코 하고 싶어요ㅠㅠㅠ 이제야 후기 올리는   뉴비   첫 서코 갔다와쏘   여기부터 코스 사진 나옴   토요일은 이세계 삼촌으로 갔다왔어 이건 삼촌으로의 이전 행적  시리즈  이세계 삼촌 시리즈  뉴비 scf 이세계 삼촌 사진 나왔다   스압  뉴비   scf양일  이세계 삼촌  으로 코스해봐쏘    이세계 삼촌 트윈 촬영본 가져가라   스압  뉴비   플레이엑스포  킨텍스 처음 가봐쏘      스압  뉴비  플레이엑스포  킨텍스 처음 가봐쏘    2부  이세계 삼촌 트윈으로 찍은 거 올려,기쁨,dcinside,0.6
비추 달아라 드디어 내일in 몽골 줮나 무겁다사진만 안찍었어도 이꼴 안났어 위탁 22기내 10이중 절반은 카메라용품  몽골 유붕이 몽골 도착공항 와이파이 느려서 못올림그리고 날씨 쌀쌀하다 밤에는내일부터 투어 시작이라 열심히 찍으러 다닐게  몽골 유붕이 상황보고몇장 보정한거랑 안한거   dc official App  몽골 유붕이 고비 입갤더운데 그늘가면 시원 대충 찍은거 자동 보정 먹이고 들고옴ㅏ   dc official App  비추 달아라야발 물어 뜯고 싸워라   dc official App출처  유루캠프 갤러리  원본 보기,분노,dcinside,0.6
성공한야붕이.. 쌔끈하게 광복연휴 황본여행 FLEX~ https   youtu be bKUo2RISJAo광복절 일주일 황금연차 첫날   친구도 약속도 없는 평소와같은 주말아침   눈떠서 고추 벅벅 긁으며 멍때리다가 걍 일본행 티켓 FLEX ㅋㅋㅋㅋ 카가와현 2시간컷 무비자 신속입국 조선 장점  바로 옆이 황본 ㄹㅇㅋㅋ 우돈 엔야 오네가이시마스 다카마쓰시   11시 기온 37도   웨이팅 1시간 진짜 죽을뻔   일본 여름날씨 ㄹㅇ 화끈하누   우동의 본고장   사무라이우동 입갤 면빨 쫄깃탱탱한거 보소 ㅋㅋㅋㅋ 한젓갈 싸악 집어서 호로로로롤로로로오옥오우흥  사무라이 튀김 세또 입갤 애비튀김 2600   마감 오마카세 폼 보소 ㅋㅋㅋㅋ 미슐랭 3스타 안부럽누  ㅋㅋ 꺼ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ억 자기전에 소화겸 편의점 갓본의 정취 한잔 쭈욱 들이키고 꿀잠 자보자꾸나 ㅋㅋㅋㅋㅋㅋ 성공의 꿈 은 함께 이루어진다   DREAMS  CUMS TOGETHER     dc official App출처  ,분노,dcinside,0.6
해골전령과 길잃은 꼬마.manhwa 똥싸다 떠오른 만홥니다 그래서 똥싸면서 읽는걸 추천드립니다 언제나 그렇듯 내만화는 펌자유  해골전령과 길 잃은 기사단 manhwa2편 안가져오면 쌍수들고 찾아올까봐하루만에 후다닥 그렸습니다 진짜 해골전령은 이게마지막임ㅡㅡ펌자유   해골전령 후기만화출처  카툰 연재 갤러리  원본 보기,분노,dcinside,0.6
집에서 만들어 먹은 피자들 20년차 디씨망령인데도 피자갤이 있는 줄 몰랐네요 아무튼 반갑습니다 전공에 맞게 집에서도 피자를 자주 해먹는 편입니다 우선 집에서 피자를 하시려면 기본 set부터 좀 봐야겠지요 뽀모도로는 간단하게 합니다 포마스에 양파만 강하게 볶아서 홀토마토를 넣고 중약불로 반나절정도 괴롭힙니다 김장철 김장하듯 많이 해두시면 숙성도 되고 더 좋습니다만  파스타나 피자가 주식이 아닌 이상 그럴 필요까지는 없습니다 저도 업장용은 대량으로 만드는데 집에서 쓰는 뽀모도로는 피자 두어번정도 구울만큼 아주 소량만 만듭니다 오일도우를 할 때도 있고 허브도우를 할 때도 있고 정 귀찮으면 패스츄리판을 쓸 때도 있습니다 햄은 집에서 만드는 편입니다 이 날의 햄은 스파이스가 아주 잘 들어갔습니다 국밥집 다대기에 꽂혀 어레인지 해본 등심햄입니다 요정도 까지가 basic set이고 이제 피자들을 좀 보겠습니다 부어스트 페스토 피자라이트한 맥주랑 잘 어울립니다 부어스트는 방사형으로 커팅해서 식감이,기쁨,dcinside,0.6
고래 그리는 과정 dc official App   데이터 주의 만년필 그림 모음정산 겸 1년 사이에 그린거 올려유 시기는 뒤죽박죽 그림체나 그리는 스타일이 너무 그 작가님이랑 비슷해서 오해 많이 받는데 저는 그럴 실력도 안됩니다    그래도 꾸준히 그리다보면 저만의 특색을 찾을 수 있지 않을까해서 계속 그려봅미다    dc official App  중2때 그렸던거 심심해서 들고와봄중2병이 씨게 돌았을 시절때 그린것들임  볼펜으로 이런거 그리는거에 맛들렸었는데 저거 하나하나가 8절지임 지금보면 쓸데없는 선들이나 형태가 잘 안보이기도 하는데 그냥 중학생때 내가 이런것들을 그렸다는게 너무 신기함  지금의 난 8절지 채우는거 꿈에도 못꾸겠다      dc official App  펜 그림 연말 정산  판타지 한컷 낙서 비슷한거  판타지 한컷 낙서 비스무리한거2  판타지 한컷 낙서 비스무리한거 3출처  그림 갤러리  원본 보기,분노,dcinside,0.6
"국제적 멸종위기종&해양보호생물, 홍살귀상어를 만나다. 건강검진도 받고 잠시 숨도 돌릴 겸 부산을 방문했다가  오랜만에 시장 구경도 할 겸 다대포항에 방문했습니다  다대포항 근처에는 부산시수협다대공판장이 있는데  오후에 방문했는데도 엄청난 양의 고등어들이 가공되고 있었는데요  지나가는 어민분들께 여쭤보니  올해 해수온이 상승하면서 고등어의 어획량이 크게 증가하였고  이 때문에 공판장이 고등어 투성이가 되었다고 합니다  엄청난 수의 고등어들이 바닥에 깔려있지만  사실 저 사이에는 고등어들만 있는 것은 아닙니다  고등어만큼 큼직한 전갱이부터  맛이 영 별로인 줄삼치와 만새기  맛은 좋지만 사이즈가 아쉬운 참다랑어 등의 다양한 생선들을 볼 수 있는데요  하지만 지난번 나팔고둥 때처럼  이곳에 있어서는 안될 해양보호생물을 발견했습니다  커다란 배들이 모여있는 항구 쪽으로 가자  커다란 물고기 1마리가 공판장 바닥에 널부러져 있었는데요  크기랑 지느러미의 형태를 보아하니 상어였으나  요즘 상어",놀라움,dcinside,0.6
[스압] 윤님과 함께한 도림천 걷기 여름휴가 광복절 연휴의 마무으리로 윤하 플리와 함께하는 집 앞 도림천 산책 결정 풀코스로 돌면 고척돔 대학동 고시촌까지라서 너무 멀고 늦은 시간이라 신도림 신림 까지만 하기로 함  출발은 6집 리패키지ㅋㅋ오르트구름 출발ㅋㅋㅋ 그냥 걸으면 심심할거 같아서 청소도 할겸 쓰레기봉투랑 집게도 사옴 시작하자마자 인류애에 크랙생김ㅋㅋ 담배꽁초 엄청 많더라 쫌쫌따리 버려져 있는거 너무 거슬림 도림천 산책로가 자전거길도 잘되있어서 나도 학생때 라이딩 많이 했었음 누가 유리 깨놓고 걍 튐ㅋㅋㅋㅅㅂ 여의도 만큼은 아니어도 도림천도 비싼 자전거들 많이 나오는데 바퀴 찢어지는 마음 누구보다 잘 알아서 치워줌ㅋ 다이제 먹다 남은 상자에 넣어서 쓰레기통 앞에 둠 6집 7번트랙 나는 계획이 있다 나올 때 까지 신도림역 못벗어남 쓰레기 너무 많아서ㅋㅋㅋㅋㅋㅋ 쓰레기봉투 20L짜리 3개  갈아만든배 500ml 샀는데 부족할거 같은 불길한 예감이 들었음  이디야 ㅎㅇ 더위사냥 ㅎ,분노,dcinside,0.6
125kg히키코모리가 코스프레를 하기위해 1년간 60kg를 뺸 여정. 안녕하세요  벌써 코스프레를 시작한지 1여년 이라는 시간이 지났습니다  지금부터 할 이야기는 제가 1년이라는 시간동안 한 코스프레와 다이어트여정들을 보여드릴거같습니다  제가 처음부터 뚱뚱했던건 아니였습니다  막 성인이 되었을때   키 180  몸무게 60키로 중반대였지만  코로나가 시작된이후 2년정도 히키코모리 생활을 이어나가 늘 자기전 술을먹으며 지냈던 세월들이 아래의 사진의 제 모습을 만들어냈습니다  125kg 라는 거구에서 68kg 60kg 가까이 되는 몸무게를 코스프레를 하고싶다 이 단 하나를 가지고 세상으로 나아간 이야기  첫 운동은 그저 뛰는거였습니다  2년동안 별로 움직이질 않았으니 몸이 제데로 따라줄리가 없었습니다  30초만 뛰어도 숨이 벅차고 금방이라도 토를 할정도였습니다  그럼에도 포기하지않았습니다  운동은 그시간만큼만 고통스러웠으나 저에겐 더 힘든것이있었습니다  배고픔 하루에 아메리카노 물 녹차,혐오,dcinside,0.6
솦붕이 인명구조하고옴;; 터널 입구 부분 차량화재나서 불끄고있는데     안쪽으로 연기들어가서 2차 사고남   화재차량 차주분께 119신고 부탁하고 차량 못들어가게 막은다음 사고현장가서 사람들 대피시킴  다행이 크게 다치신분은 없어서 연기꽉차기전에 무사히 나옴   정말 아찔했다     dc official App   유튜브 링크로 수정  인명구조 솦붕이 블박 확인해봤다   영상 집으로 들어오고나서 블박영상 봤는데    그때 일어났던일들이 다 찍혀있더라  터널사고가 왜 위험한지 알릴겸 한번 올려봄   간만에 시골집 갔다가 돌아오는길에 터널입구서 연기와함께 서있는차량을 발견함 저대로 두면 위험할거같아서 갓길에 세우고 소화기 챙겨서 불끄러감   그러다가 생각도 못한 사고가 발생   불난차량 불끄느라 정신이 없는데     갑자기 터널 안쪽에서 뭔가   쾅     하는 큰소리가 들림   소화기로는 더이상 안돨정도로 불타고있어서 불끄는건 포기하고 안쪽에 사고차량부터 어떻게 하기로함 뒤따르던 승,분노,dcinside,0.6
"Z6ii ) 일본 최남단섬 , 하테루마섬 밤하늘 사진 몇장 일본 최남단 무인도 제외 에 위치한   하테루마섬에서 찍은 밤하늘 사진 몇장하테루마는 아름다운 바다도 유명하지만   별이 아름답기로도 유명합니다 최남단에 위치하고 있는 덕분에   일본 본섬에서는 볼 수 없는 별자리도 많아서 밤하늘을 좋아하는 분이라면 꼭 한번 찾고 싶은 곳이기도 하지요  특히나 유명한 건 남십자성 南十字星 이지만   12월부터 6월까지 보이는 터라 이번 방문에서는 볼 수 없었습니다 일본최남단평화의 비에서 섬에서 만난 친구들과 사진 찍고 별을 감상했습니다 숙소 앞에서 보이는 은하수  이렇게나 밝은데도 은하수가 확실하게 보이는 건 역시 하테루마섬 답네요 페르세우스자리 유성우를 즐기러 많은 사람이 찾아왔었던 하테루마섬별하늘관측타워 波照間島星空観測タワー 예전에는 더 잘 찍었던것 같은데 요즘엔 거의 기계적으로 찍어서 마음을 안담아서 그런지 사진이 영 맘에 안드는게 많은듯 흑흑  스압   2023 8 9 13 하테루마섬",놀라움,dcinside,0.6
[프랑스 방랑기] 알프스 투어 1일차.  알프 듀에즈 프랑스 방랑기  프랑스의 남북  몽 방투 후기 선로그 여기는 그르노블 짐을 다 두고 필수품만 챙겨서 2박3일 알프스 투어를 감 아침밥 든든하게 먹고 출발 그르노블은 한국으로 치면 대전쯤 되는거 같음 크기가 그렇다기 보다는 대학  연구시설등이 있음 작은 입자가속기도 있다고 함 그 외에도 스키랑 자전거로 유명한 도시 프랑스는 자전거 타기가 진짜 좋음 근데 갓길이 너무 좁지않냐고  자전거는 어디로 가 ㅅㅂ 사실 그냥 옆에 이렇게 자전거 전용 도로를 뚫어놔서 갓길이 없는거다 이정도로 해둔건 일부분이긴했지만 대부분의 도로에서 넓은 갓길을 자전거 전용 차선으로 내어준게 대부분이였음 오히려 자전거 길이 없는 구간이 드문정도임 국내도 이렇게 자전거 인프라를 늘리려고 하는 분위기인거 같은데 결정적인 차이점은 한국은 실무자들이 이걸 굳이 하고싶지 않아한다는게 강하게 느껴짐 한국의 도로변 자전거도로 생각해보면 다 박살난 싸구려 빨간색 아스팔트 대충 ,분노,dcinside,0.6
현재 모으고 있는 PC게임잡지들 오랜만에 책장을 정리해서 한번 올려봄일단 중복을 제외한 현재까지 모은것들임콘솔 잡지 일부랑 가이드북 같은것들 좀 꽂아놨음게임피아 1995 11   2003 06 폐간 내가 게임 잡지를 사게 된 계기가 된 게임피아  1997년 7월에 대항해시대2를 부록으로 준다해서 엄마한테 정말 갖고 싶다고 해서 서점으로 달려가서 사옴그 이후로 매달 1 3권 정도씩 꾸준히 샀고 내가 소장한거중 대략 70여권은 어릴때부터 소장중인 잡지들임사실 그당시에 게임피아는 다른애들보다 양 질 모두 떨어졌음  게임들도 옛날 명작들을 많이 주는편이었고고전이 되어버린 지금에서는 오히려 명작들을 부록으로 준점이랑 책등이 다른것보다 손쉽게 망가져서 다른애들에 비해서 가치를 높게 취급해주고 있어PC챔프 PC파워진 1995 8   2005 3 폐간 아마 많은사람들한테 가장 오래 기억에 남는 게임잡지일듯  내기억에 그때당시 가장 잘나갔던거로 기억해  얘네는 지금도 게임메카 사이트 https   ,분노,dcinside,0.6
사랑은 타임어택 출처  카툰 연재 갤러리  원본 보기,기쁨,dcinside,0.6
수작업으로 그린 총 몇 개 작년 7월경에 수작업으로 총을 진지하게 처음 그려본 AN 94  AK 12  AK 15  RPK 16그림 크기도 작아서 스케치를 하긴 힘드니 주먹구구식으로 그려냈기에 디테일은 좀 아쉬웠지만처음 수작업으로 그려본터라 너무 힘들었던 기억이  더 디비전 콜라보 클리너의 백터 커스텀캔버스 사이즈가 넉넉해서 원없이 디테일 작업을 했었던 기억이 남작년 연말에 작업했던 SCAR HH의 경우는 레퍼런스 이미지 오버레이 시켜 거의 그대로 따라 그리기 시작했고세부적인 디테일은 다른 레퍼런스 이미지 참고해서 마무리아무리 오버레이 시킨채로 그렸다 해도 피카티니 레일이 너무 힘들었다  H때 같이 그렸던 LH 보다 더 작은 캔버스 사이즈로 그리게 되서 많이 빡셨었음L은 오버레이 작업하지 않고 수작업으로 진행했는데 역시나 피카티니 레일에서 숨이 턱 막혔음텍티컬한 총기를 진지하게 파보고 싶어서 선택한 HK416할 말이 딱히 필요없이 너무 힘들었다  피카티니 레일이며 부속품이며   레퍼,분노,dcinside,0.6
이전에 만든 컨테이너선.. 몇달전에 컨테이너 선을 만들었는데요어디 올릴데도 없고 여기에 올려봅니다1  선체는 굴러다니는 직사각형 나무를 그라인더로 갈아서 모양을 잡았습니다 그라인더 작업 후 사진이 없네요 바로 거주구역을 올려서 모양을 잡아줍니다 모든 나무는 1T짜리 발사 나무입니다2  어느정도 거주구역 및 레이더 마스트 모양만 잡고 컨테이너 홀드 모양을 잡아줍니다3  선미쪽도 모양을 잡아주고요4  선미쪽 악세사리도 만들어서 올려주면 어느정도 모양이 나옵니다5  이후 선수쪽 악세서리 부착 후 모양을 잡아줍니다6  슬슬 펜스를 붙여주기 시작합니다 펜스는 히노끼나무 결대로 얇게 잘라서 사용합니다7  그냥 컨테이너선만 만들면 심심할것 같아 급유선도 같이 만들어봅니다8  어떤식으로 구도를 맞출지 두 선박을 맞춰보구요9 탑브릿지 및 레이더 마스트쪽을 비슷하게 만들어줍니다10  거주구역에 달려있는 악세서리들도 만들어서 채워줍니다11  이제 컨테이너를 슬슬 올려줍니다 이제야 조금 배 같이 보이네요,혐오,dcinside,0.6
심심해서 써보는 당근세차 후기.jpg 7월에 퇴사빔 갈기고 이직준비하며 남는게 시간이라 심심해 미치기 일보직전 이었음 1주 4세차 다니고 진짜 미친놈처럼 차만 닦았는데 더러워져서X 케미컬 산거 써보고 싶어서O 슬슬 본인 차량은 더이상 닦을곳도 없고 코팅 다해놔서 오염이 되어도 금방 손쉽게 닦이니까 세차할 재미를 잃음 그러던중 남의차 닦고싶으면 세갤러가 당근세차 해보라길래 냉큼 올림 노쇼당함 더이상 재미도 없고 세겔에서 다굴쳐맞고 우울감에 빠져 걍 세차 접어야겠다 하고 당근에다 세차용품 일괄판매 올림 그랬더니 당근세차 왜 접었냐고 자기 하려고 했는데 시간이 안맞아서 못신청 했다며 신차출고 하고 세차 한번도 못했는데 제발좀 해달라고 사정사정 하길래   차 뭐냐고 물어보고 호기심 가는차면 할려고 했는데 ix3 처음 타보는차라 구경하고 싶어서 해보겠다고 함 ㅋ 히히 신난다 전기차 원래 세차장으로 차 가온나 하는데 차주가 끌고가도ok 하길래 걍 내차 차주집에 주차하고 차주분 차량 내가 끌고옴,분노,dcinside,0.6
[라퓨타] 타이거 모스호 완성 라퓨타 타이거모스호 작업 중 천공의 성 라퓨타 의  타이거모스 호   좋아하는 애니메이션에 등장하는 기체인데 정말 손이 가지 않아서 방치하고 있던 걸6년만에 조금씩 작업 들어가고 있습니다    https   youtu be Rv83pnRAyw0이런 구성의 프라모델입니다 우선  마마  피규어부터 작업 들어갑니다 1 20 스케일입니다 참고한 설정 색두 마리 완성 일회용 라이터와 크기 비교마마 외 나머지 셋은 같은 제조사의 다른 프라모델에 들어있는 피규어들입니다 이제 본체 작업에 들어갑니다 그냥 만들면 재미없으니 타이거모스호 광고 이미지 중에 옆을 잘라 놓은 게 있어서 이걸 따라 해 보기로 합니다 에칭 톱으로 서걱서걱 잘라서광고 이미지와 비슷한 느낌으로 잘라봤습니다 벽을 잘랐으니 내부 표현을 해봐야 하는데선장실에는 마마의 젊었을 때 사진이 액자에 크게 걸려있습니다 프라모델에도 이 액자가 표현 돼 있습니다 대충 3mm 4mm 정도 되는 크기입니다 화이트 서페 ,놀라움,dcinside,0.6
아무도 물어보지 않은 초호기 제작 및 코스 후기 안녕 난 8서코 토욜날 에반게리온 초호기로 다녀온 코스어다 제작은 초보라 보기에 ㅈㄴ 불편하더라도 이해좀 그리고 원래 제작후기 올릴생각 없었어서 몇몇 파츠는 사진 없는거 이해좀 먼저 제작에 참고한 사진 대가리부터 제작에 들어갈건데 다행히 머리는 도면이 무료다 무료인데 굳이 안쓸 이유가없으니 바로제작 아 내가 제작에 사용하는재료는 에바폼이다 도면을 따라 제작하는 것이라 굳이 큰 어려움이 없음 다만 나는 뭔가 좀 더 있으면 좋을 것 같아 눈부분에 led 를 추가했음 이런느낌  그리고 남은건 도색 락카와 아크릴물감을 주로 사용하는데 초보다보니 도색이 ㅂㅅ이다 이후 도색이 완료하고 완성된 머리의 형태   이다만 행사 전날 led고장으로 led를 행사때 못씀 ㅅㅂ   암튼 이제 몸통을 만들어야하는데 초호기의 대가리 밑은 전부 유료 도면임 재료비도 부족한 나는 조금 고민 후 무도면이라는 미1친 생각을 해버렸다 그렇게 시작한 무도면 초호기 몸통파츠,기쁨,dcinside,0.6
(스압)2023 후지락 여행 후기[3일차] 2023 후지락 여행 후기 전야제 ㅎㅇ 2월달에 라인업 올라온거 보고 바로 표 사버린 포붕이임  첫 락페이기도 하고 정보찾다가 몇년 전 후지락 정보 올려준 고닉보고 영감받아 나도 올려볼려고 한다   참고로 난 상당한 라이트팬이기에 음향시설 조명 이런거 모르고  포붕이들이 환장하는 아티스트들을 상당히 안봤음 제목처럼 그냥 일본 산속에 캠핑갔다고 보면 댐 ㅇㅇ 우선 난 김 네다 로 10시쯤에 도착했음 신칸센 타고 에치고유자와역에 도착 저 셔틀 기다리는 사진은 후지락 후기를 봤다면 빠질수 없는 사진인듯 생각보다 버스회전이 빨라서 딱 20분만에 버스탔음 셔틀버스로 30분정도 달리니까 이런곳에 도착하더라  그리고 이땐 몰랐지    저 사진속 호텔이 ㅈㄴ 부럽다는걸 캠핑장 가는길  이때가 오후 4시였는데 현지 락쟁이들에게 좋은 명당들은 다 뺏긴 상태   젠장 텐트치고 바로 밥먹으러 감 마제소바 맥주 1000엔 700엔  첫끼라 그런지 그냥 허겁지겁 먹,분노,dcinside,0.6
(스압) 꽃도둑 https   blog naver com gorangsundae출처  카툰 연재 갤러리  원본 보기,중립,dcinside,0.6
미국 Go Congress 가서 김지석9단 만나고 온 후기 올해의 Go Congress는 오하이오 주 클리브랜드에서 주최했다내가 사는 시카고 지역에서 6시간 정도만 운전하면 되기때문에작년이랑 다르게 비행기값 굳어서 좋았다친구들 4명하고 유럽프로 Mateusz Surma  나까지 포함 6명이서 같이 놀러갔음수백명의 사람들이 오는 이벤트기 때문에켄트 주립대학교 기숙사하고 건물 몇개를 빌려서 진행했다US Open 대국장첫날엔 간단한 오리엔테이션이랑 인삿말만 했다참고로 뒷모습이긴 하지만 사진 맨 아래 중앙에 있는 분이 김지석9단간단하게 Check in 후에 그냥 바둑 두면서 떠들고 놀았음그런데 주최측에서 나한테 이메일 하나를 보내왔는데간단히 말하자면 한국에서 온 VIP 둘 김지석9단과 이동훈9단 통역사가 필요한데 준비를 못했으니 도와달라는 내용이었다정말 놀랍게도 이 큰 대회에서 온 한국인이 두명밖에 없었는데나하고 어떤 중학생 여자아이뭔가 특별한 경험 이 될거같아서 때문에 힘 닿는대로 도와주,분노,dcinside,0.6
(단편)방랑용사 루시아의 수난.Manhwa(스압)(후방?) 여러분이스크롤 내린 시간이아깝지 않은 괜찮은 만화였으면좋겠네요   ㅎㅎ긴 만화 읽어주셔서 정말 감사합니다  출처  카툰 연재 갤러리  원본 보기,분노,dcinside,0.6
이세계의 버스 남산타워 전망대 유리창을 끼고 찍어야 해서 아쉬웠다      dc official App직선곡선창문이 넘 더럽다 가로등넘 늦은 시간이었다  dc official App하늘과 길  dc official App초록초록그래도 여름이 좋긴함  dc official App한국적인 풍경성냥갑과 성냥같은 가로등  dc official App창문가끔씩 창문을 보면 좋은일이 생긴다  dc official App집으로 가는 길집에 오는 길은 때론 너무 길어  dc official App람보르기니람보르기니는 길도 안막힘ㄷㄷ  dc official App세로  가로난 이런게 좋더라  dc official App불그스레한 밤덥고 얼큰한 밤  dc official App열대야여전히 18미터구나   전혀 성장하지않았어  미친 열정슈퍼문 실루엣  dc official App예전에 찍었던 달 패닝샷설마했는데 돼서 뭔가 웃겼음2짤은 가로등도 같이 찍힘  dc official App출처  디지털 사진 ,기쁨,dcinside,0.6
1/64 슬램덩크 가마쿠라 철도 건널목 디오라마 만들어왔어(스압) 심심하면 디오라마 만든거나 와서 보고가 스압 1 64 디오라마 만들어서 힛갤 몇번 갔었는데 알지 모르겠다유튜브좀 하라고 해서저번에 힛갤간거 이니셜D 하나 만들어서 올렸었는데생각보다 조회수가 너무 잘나옴  그래서 이번에도 하나 더 만들어왔어슬램덩크 좋아하는 사람들은 모를수가 없는 곳이야슬덩 애니메이션에 나오는 초록 기차 지나가는 그 철길 건널목이게 일본 가마쿠라에 실제로 있는 장소더라고실제로 성지순례로 많이들 가기도 하고나도 6월에 갔다옴 ㅎㅎ  그래서 거기 역 앞 건널목 똑같이 만들어봤어근데 철길이 디테일한게 ㅈㄴ많아서 힘들더라  바다배경은 티비에 띄워서 찍음https   www youtube com watch v 9jem2GJIfA0Recreating Slam Dunk Railroad Crossing in 1 64 scale DioramaThis time  I made a 1 64 diorama of Slam dun,기쁨,dcinside,0.6
카린이 뉴비의 뉴욕스뜨릿 초오보이지만 열쉼이 찍으면서 다녔는데 역시 여행은 잼씁니다출처  디지털 사진 갤러리  원본 보기,분노,dcinside,0.6
퓨리  셔먼 M4A3E8 이지에잇 완성 (초스압) 라이필드 이지에잇 조립끝  시마이모하 모붕군 퓨리 이지에잇 완성해왔음이전 작업 링크 1  퓨리 궤도 발바닥 작업   퓨리 이지에잇 궤도 웨더링 작업2  기본도색 치핑  필터링작업   퓨리 이지에잇 두번째 기본도색 치핑 필터링3  핀워시 하일라이팅 하체 웨더링 작업   이지에잇 퓨리 핀워시 하일라이팅 하체 웨더링 작업이번에는 핀워시 하일라이팅 하체 진흙놀이 시간이야 핀워시  고거슨 바로 세밀한 디테일에 먹물을 먹이는 작업 짤처럼 컬러칩을 미리 만들어놓으면 색감 비교 선택하기 편함 핀워시에 사용할 물감은 압데일롱 유화 ABT002 SEPIA 세피아 물감을 신너에 1 2 1 3 정도로 묽게 희석붉은색으로 구분한 좌우 색감 차이 비교 전방 미션 커버 고정 볼트에 세필로 톡톡 찔러주면 짤처럼 볼트 사이사이에 퍼져서 디테일 명암을 살려줌 저렇게 물감을 흘려 넣고 넘친 부분은 신너로 지워나가거나 퍼트리면서 모양을 잡으면 됨빨간 동그라미 에서 위로,분노,dcinside,0.6
수세미+은박지 고블린 슬레이어 안녕  이번엔 고블린 슬레이어 고어한 느낌이 좋아서애니느낌 실제갑옷 느낌으로 스태츄 만들어 봤어 은박지를 아낌없이 쫙 풀어서 막 주물러주면 이렇게 기본뼈대를 만들 수 있어 고블린 슬레이어 투구 안에 빨간 LED를 넣어 줄거야 투구도 애니를 보면서 잘 만들어 줬어 검은 스판 내복 느낌으로 초벌을 입혀주고 그위에 체인매일  수세미 을 붙여볼께 일단 이렇게 대충 붙이고   나중에 조율하면 돼 은박지가 금속이라 판금갑옷 만들면 단단하고 짱짱한 느낌이 나서 좋아 만능 글루건으로 갑옷들을 잘붙여주고 목도리는 가위로 미친듯이 은박지를 자르면 저런 거친 털 느낌이 나   더 느낌있는 털 느낌 만들어 보려고 조금씩 조금씩 연구중이니 기대해줘   고블린 슬레이어니까 고블린도 만들어야해 얼래는 고블린 시체더미 위에 서있는 포즈였는데 이렇게 고블린이 다굴빵 놓는 느낌으로 좌대를 변경해봤어 최총 마무리 색칠은 썩시딩유 빠더 방패용 울 빠빠가 칠했어 만드는거는 아들이  색칠은 ,분노,dcinside,0.6
7전8기 천마산 안개폭포 도전기 1  산행기2018년도 즈음 멋진 산악사진을 본 후 나도 저런사진을 찍고싶다고 생각했다  막연한 운해에 대한 동경 때문에 새벽에 무작정 산을 탔고 많은 실패를 맛보았다  그러다가 기상에 대해 어느정도 공부를 하기시작했고 성공률이 점점 올라가기 시작했다  그러다가 천마산 안개폭포에 대해 알게되었고 직접 보고싶다는 생각이 들었다  다른 산들은 처음가는 곳도 운해를 보는경우가 제법 됐는데  천마산은 왠 일이지 그 모습을 허락하지 않았다  그러다가 다섯번째 방문을 했던 2020년에 처음으로 성공을 했는데  운해폭포 양도 너무 적었고 미세먼지가 심해 다른 풍경은 제대로 못 봐서 미련을 남기게 되었다  그리고 6번째 방문을 했던 2023년 8월1일 제대로 된 안개폭포와 장판운해를 보았다  새벽2시20분에 미리 맞춰둔 알람에 눈을 떴으나 내일 해야하는 업무가 떠올라 다시 잘까 고민을 했다  하지만 미친짓인지 알면서도 결국 운전대를 잡았다  인천에서 남양주 천마산까,분노,dcinside,0.6
[치카0801] 2023년 치카 생일상 차려왔다 미캉 몽블랑   머랭 쿠키   귤을 사용한 인서트   크림   귤 과일 데니시   데니시   커스커드 크림   귤 귤카롱   꼬끄   필링   초콜릿 귤케이크   스펀지   귤   귤 무스 미캉 파리브레스트   슈   크림   귤 머랭타르트   타르트   귤 커드   머랭   귤 미캉타르트   타르트   스펀지   커스터드 크림   귤 미캉 푸딩   바닐라 푸딩   귤 콩포트  시리즈  물붕요리    치카생일상  미캉 디저트 파티  스압    8월1일  귤 디저트카페 물갤점을 오픈합니다    리나 생일케이크 준비했어   2021년 8월1일  미캉 디저트카페 물갤점 재오픈   0928스미레   1005시오리코 컨셉 초콜릿   러브라이브 슈퍼스타   물갤샵 콜라보카페    요우리사상  하루카카나타 케이크   유이가오카빵 만들어봤어    카스미0123  Poppin Up  생일케이크    치사토0225  물갤샵 리에라카페 아라시치사토 생일메,기쁨,dcinside,0.6
